label,gender,native_country,education,education_num,occupation,workclass,marital_status,race,age_buckets
0.0,Male,United-States,Assoc-voc,11,Transport-moving,Private,Married-civ-spouse,White,"(40,45]"
1.0,Male,Mexico,Masters,14,Sales,Self-emp-inc,Married-civ-spouse,White,"(30,35]"
1.0,Female,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,Bachelors,13,Adm-clerical,State-gov,Never-married,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Married-civ-spouse,White,"(65,90]"
0.0,Female,United-States,HS-grad,9,Handlers-cleaners,Private,Divorced,White,"(30,35]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(40,45]"
1.0,Female,United-States,Bachelors,13,Prof-specialty,Local-gov,Married-civ-spouse,White,"(55,60]"
0.0,Male,Japan,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,Asian-Pac-Islander,"(50,55]"
0.0,Male,United-States,Some-college,10,Tech-support,Private,Married-civ-spouse,White,"(25,30]"
0.0,Female,United-States,HS-grad,9,Tech-support,Federal-gov,Divorced,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Exec-managerial,State-gov,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,Bachelors,13,Tech-support,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Divorced,Black,"(45,50]"
0.0,Female,United-States,Assoc-voc,11,Adm-clerical,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Federal-gov,Widowed,Black,"(60,65]"
0.0,Male,United-States,Some-college,10,Other-service,Self-emp-not-inc,Divorced,White,"(40,45]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(25,30]"
0.0,Female,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,Black,"(25,30]"
0.0,Female,Mexico,HS-grad,9,Other-service,Private,Never-married,White,"(30,35]"
0.0,Female,United-States,Assoc-voc,11,Adm-clerical,Private,Never-married,White,"(35,40]"
1.0,Male,Jamaica,Some-college,10,Exec-managerial,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,Masters,14,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
1.0,Male,United-States,HS-grad,9,Adm-clerical,Federal-gov,Married-civ-spouse,Black,"(30,35]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(25,30]"
0.0,Male,Mexico,1st-4th,2,Craft-repair,Private,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Sales,Private,Never-married,White,"(18,25]"
0.0,Female,Germany,HS-grad,9,Sales,Federal-gov,Widowed,White,"(55,60]"
0.0,Male,United-States,Bachelors,13,Other-service,Private,Never-married,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Sales,Self-emp-not-inc,Married-civ-spouse,White,"(55,60]"
1.0,Male,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,Some-college,10,Exec-managerial,Self-emp-inc,Never-married,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Married-civ-spouse,White,"(45,50]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-inc,Married-civ-spouse,White,"(60,65]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-inc,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Some-college,10,Adm-clerical,Private,Divorced,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,HS-grad,9,Protective-serv,State-gov,Married-civ-spouse,White,"(40,45]"
0.0,Male,Mexico,Some-college,10,Farming-fishing,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(45,50]"
1.0,Female,United-States,Masters,14,Prof-specialty,State-gov,Married-civ-spouse,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Assoc-voc,11,Craft-repair,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Widowed,White,"(50,55]"
1.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,Assoc-acdm,12,Tech-support,Private,Married-civ-spouse,White,"(50,55]"
1.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,Black,"(30,35]"
1.0,Male,United-States,Bachelors,13,Adm-clerical,Private,Married-civ-spouse,White,"(60,65]"
0.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-not-inc,Married-civ-spouse,White,"(65,90]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Divorced,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(50,55]"
0.0,Female,United-States,11th,7,Other-service,Private,Divorced,Black,"(45,50]"
1.0,Male,United-States,Masters,14,Farming-fishing,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Assoc-voc,11,Other-service,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Other-service,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,Assoc-voc,11,Adm-clerical,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,HS-grad,9,Prof-specialty,State-gov,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Never-married,White,"(45,50]"
0.0,Male,United-States,11th,7,Other-service,Local-gov,Never-married,Asian-Pac-Islander,"(18,25]"
1.0,Female,United-States,Bachelors,13,Exec-managerial,Private,Divorced,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Some-college,10,Exec-managerial,Federal-gov,Never-married,Black,"(55,60]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(60,65]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,State-gov,Never-married,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Local-gov,Never-married,White,"(25,30]"
0.0,Male,United-States,Assoc-voc,11,Other-service,Private,Divorced,White,"(50,55]"
1.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Tech-support,Private,Married-civ-spouse,White,"(25,30]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Local-gov,Divorced,Black,"(45,50]"
0.0,Male,United-States,Assoc-acdm,12,Prof-specialty,Local-gov,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,White,"(55,60]"
0.0,Female,Dominican-Republic,HS-grad,9,Machine-op-inspct,Private,Never-married,White,"(16,18]"
1.0,Male,United-States,HS-grad,9,Adm-clerical,Federal-gov,Married-civ-spouse,Black,"(40,45]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Local-gov,Married-civ-spouse,White,"(25,30]"
0.0,Male,United-States,Bachelors,13,Craft-repair,Private,Divorced,White,"(35,40]"
1.0,Male,United-States,Bachelors,13,Other-service,Private,Never-married,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,Black,"(30,35]"
1.0,Male,United-States,Masters,14,Sales,Self-emp-inc,Married-civ-spouse,White,"(60,65]"
0.0,Male,United-States,HS-grad,9,Protective-serv,Local-gov,Married-civ-spouse,White,"(60,65]"
1.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Married-civ-spouse,White,"(35,40]"
1.0,Male,United-States,Some-college,10,Sales,Self-emp-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Separated,White,"(35,40]"
0.0,Female,United-States,Some-college,10,Craft-repair,Private,Divorced,White,"(30,35]"
1.0,Male,United-States,Doctorate,16,Prof-specialty,Private,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Some-college,10,Craft-repair,Self-emp-not-inc,Married-civ-spouse,Amer-Indian-Eskimo,"(45,50]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Divorced,White,"(30,35]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Craft-repair,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Widowed,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Never-married,White,"(25,30]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Female,England,HS-grad,9,Adm-clerical,Private,Divorced,White,"(45,50]"
0.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-not-inc,Married-civ-spouse,White,"(65,90]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Federal-gov,Divorced,White,"(50,55]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,11th,7,Other-service,Private,Separated,Black,"(30,35]"
0.0,Female,United-States,Some-college,10,Sales,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Never-married,White,"(30,35]"
0.0,Female,Cuba,HS-grad,9,Sales,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(30,35]"
0.0,Female,United-States,Some-college,10,Adm-clerical,Private,Never-married,White,"(40,45]"
1.0,Male,United-States,Masters,14,Prof-specialty,Private,Never-married,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Separated,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Exec-managerial,State-gov,Widowed,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(60,65]"
0.0,Male,United-States,Some-college,10,Other-service,Local-gov,Never-married,White,"(35,40]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Widowed,White,"(60,65]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-inc,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,Masters,14,Exec-managerial,Self-emp-inc,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,Some-college,10,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Federal-gov,Divorced,White,"(50,55]"
0.0,Male,United-States,Some-college,10,Transport-moving,Self-emp-not-inc,Never-married,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,Asian-Pac-Islander,"(25,30]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Never-married,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Sales,Private,Married-civ-spouse,White,"(55,60]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Federal-gov,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Adm-clerical,State-gov,Separated,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(25,30]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Widowed,White,"(65,90]"
0.0,Male,United-States,Some-college,10,Craft-repair,Self-emp-inc,Never-married,White,"(18,25]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Craft-repair,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Protective-serv,Local-gov,Divorced,White,"(40,45]"
0.0,Female,United-States,Bachelors,13,Exec-managerial,Private,Never-married,Black,"(45,50]"
0.0,Male,United-States,Some-college,10,Other-service,Private,Married-civ-spouse,White,"(25,30]"
0.0,Female,United-States,Assoc-acdm,12,Other-service,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,HS-grad,9,Tech-support,Private,Never-married,Black,"(18,25]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Bachelors,13,Adm-clerical,Local-gov,Married-civ-spouse,White,"(50,55]"
1.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(45,50]"
1.0,Male,United-States,Bachelors,13,Protective-serv,Private,Married-civ-spouse,White,"(65,90]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Never-married,White,"(50,55]"
1.0,Female,Philippines,Assoc-acdm,12,Prof-specialty,Federal-gov,Divorced,Asian-Pac-Islander,"(40,45]"
0.0,Male,United-States,Some-college,10,Farming-fishing,Private,Never-married,Black,"(18,25]"
1.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Some-college,10,Transport-moving,Private,Married-civ-spouse,White,"(45,50]"
1.0,Male,United-States,Bachelors,13,Sales,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,10th,6,Other-service,Private,Married-civ-spouse,White,"(55,60]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Never-married,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,El-Salvador,1st-4th,2,Other-service,Self-emp-not-inc,Widowed,White,"(60,65]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,Black,"(45,50]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,5th-6th,3,Craft-repair,Private,Married-civ-spouse,White,"(25,30]"
0.0,Male,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Assoc-acdm,12,Tech-support,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Other-service,Local-gov,Never-married,Black,"(40,45]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Armed-Forces,Federal-gov,Never-married,Black,"(25,30]"
0.0,Female,Japan,HS-grad,9,Other-service,Private,Never-married,Black,"(25,30]"
1.0,Female,United-States,Some-college,10,Transport-moving,Self-emp-inc,Married-civ-spouse,White,"(55,60]"
0.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-not-inc,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Assoc-voc,11,Exec-managerial,Private,Married-civ-spouse,White,"(25,30]"
1.0,Male,United-States,Bachelors,13,Machine-op-inspct,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Assoc-voc,11,Machine-op-inspct,Private,Never-married,White,"(25,30]"
0.0,Female,Mexico,5th-6th,3,Adm-clerical,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Married-civ-spouse,White,"(40,45]"
1.0,Female,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Federal-gov,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(50,55]"
1.0,Male,Canada,Some-college,10,Handlers-cleaners,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Machine-op-inspct,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Doctorate,16,Prof-specialty,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,State-gov,Married-civ-spouse,White,"(40,45]"
1.0,Male,United-States,Bachelors,13,Craft-repair,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Local-gov,Widowed,White,"(60,65]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,HS-grad,9,Sales,Private,Never-married,White,"(25,30]"
1.0,Male,United-States,Some-college,10,Transport-moving,Private,Married-civ-spouse,White,"(50,55]"
1.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(35,40]"
1.0,Female,India,HS-grad,9,Other-service,Private,Widowed,Asian-Pac-Islander,"(50,55]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Never-married,Black,"(18,25]"
0.0,Female,United-States,11th,7,Other-service,Private,Never-married,Black,"(25,30]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Never-married,Black,"(18,25]"
0.0,Male,United-States,Prof-school,15,Prof-specialty,Private,Married-civ-spouse,White,"(55,60]"
1.0,Male,United-States,Assoc-voc,11,Prof-specialty,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,Some-college,10,Prof-specialty,Private,Never-married,White,"(30,35]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Never-married,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,Bachelors,13,Tech-support,Private,Divorced,White,"(65,90]"
0.0,Male,United-States,Some-college,10,Exec-managerial,State-gov,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Prof-school,15,Prof-specialty,State-gov,Never-married,White,"(25,30]"
0.0,Female,United-States,Masters,14,Prof-specialty,Private,Married-spouse-absent,White,"(55,60]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Divorced,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,State-gov,Never-married,White,"(55,60]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Never-married,Other,"(25,30]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Never-married,White,"(30,35]"
1.0,Male,Germany,Bachelors,13,Exec-managerial,Self-emp-inc,Married-civ-spouse,White,"(60,65]"
1.0,Male,United-States,Some-college,10,Prof-specialty,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,Bachelors,13,Craft-repair,Self-emp-inc,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Separated,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,5th-6th,3,Machine-op-inspct,Private,Divorced,Black,"(55,60]"
1.0,Male,United-States,HS-grad,9,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(60,65]"
0.0,Male,United-States,10th,6,Craft-repair,Private,Never-married,Black,"(35,40]"
0.0,Male,United-States,Bachelors,13,Tech-support,Private,Never-married,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Never-married,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(18,25]"
0.0,Female,Italy,Some-college,10,Sales,Private,Divorced,White,"(50,55]"
0.0,Female,United-States,Assoc-voc,11,Exec-managerial,Federal-gov,Never-married,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Exec-managerial,Self-emp-inc,Divorced,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Machine-op-inspct,Private,Married-civ-spouse,Black,"(45,50]"
0.0,Female,United-States,Some-college,10,Adm-clerical,Federal-gov,Widowed,Black,"(50,55]"
1.0,Male,Japan,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,Asian-Pac-Islander,"(50,55]"
0.0,Male,United-States,10th,6,Handlers-cleaners,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Assoc-acdm,12,Other-service,Private,Never-married,Black,"(25,30]"
0.0,Female,Poland,Masters,14,Other-service,Private,Never-married,White,"(40,45]"
0.0,Male,United-States,Bachelors,13,Sales,Self-emp-inc,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,Assoc-voc,11,Adm-clerical,Local-gov,Never-married,White,"(40,45]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Divorced,Black,"(40,45]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Farming-fishing,Private,Married-civ-spouse,White,"(50,55]"
1.0,Male,United-States,Masters,14,Sales,Private,Married-civ-spouse,White,"(60,65]"
0.0,Female,Canada,Bachelors,13,Exec-managerial,Private,Divorced,White,"(30,35]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Separated,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Sales,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Local-gov,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Handlers-cleaners,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Never-married,Black,"(35,40]"
1.0,Male,Iran,Some-college,10,Exec-managerial,Self-emp-not-inc,Divorced,White,"(35,40]"
0.0,Male,United-States,11th,7,Other-service,Private,Never-married,White,"(16,18]"
0.0,Female,United-States,Bachelors,13,Tech-support,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Divorced,White,"(55,60]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Federal-gov,Never-married,Black,"(18,25]"
0.0,Male,United-States,10th,6,Machine-op-inspct,Private,Never-married,Black,"(40,45]"
1.0,Male,United-States,10th,6,Transport-moving,Private,Never-married,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,Black,"(50,55]"
0.0,Male,United-States,Masters,14,Sales,Self-emp-not-inc,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,10th,6,Handlers-cleaners,Private,Married-civ-spouse,White,"(50,55]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Never-married,White,"(35,40]"
0.0,Male,United-States,Assoc-acdm,12,Tech-support,Private,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Other-service,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,11th,7,Sales,Private,Divorced,White,"(25,30]"
1.0,Female,United-States,Assoc-acdm,12,Craft-repair,Local-gov,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Divorced,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Widowed,White,"(45,50]"
0.0,Male,Thailand,HS-grad,9,Other-service,Self-emp-inc,Married-civ-spouse,Asian-Pac-Islander,"(40,45]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
1.0,Male,United-States,Some-college,10,Exec-managerial,Private,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,10th,6,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,Some-college,10,Adm-clerical,State-gov,Married-civ-spouse,Asian-Pac-Islander,"(25,30]"
0.0,Male,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,Black,"(30,35]"
1.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,Some-college,10,Adm-clerical,Private,Never-married,White,"(45,50]"
0.0,Male,United-States,Assoc-voc,11,Handlers-cleaners,Private,Married-civ-spouse,Black,"(35,40]"
0.0,Female,United-States,Assoc-acdm,12,Adm-clerical,Private,Never-married,White,"(35,40]"
0.0,Male,United-States,11th,7,Other-service,Private,Divorced,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,Federal-gov,Married-civ-spouse,Black,"(50,55]"
0.0,Male,Germany,11th,7,Machine-op-inspct,Private,Divorced,Amer-Indian-Eskimo,"(45,50]"
1.0,Male,United-States,Bachelors,13,Farming-fishing,Self-emp-inc,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,9th,5,Other-service,Private,Married-civ-spouse,Black,"(35,40]"
